show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
1231,Movie,Aelay,Halitha Shameem,P. Samuthirakani,India,"March 5, 2021",2021,TV-14,151 min,Comedies,"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit."
1232,TV Show,City of Ghosts,Unspecified,August Nuñez,United States,"March 5, 2021",2021,TV-Y7,1 Season,Kids' TV,"Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history."
1233,Movie,Dogwashers,Carlos Moreno,Christian Tappan,Colombia,"March 5, 2021",2021,TV-MA,108 min,Comedies,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?"
1234,Movie,Fate of Alakada,Kayode Kasum,Toyin Abraham,Nigeria,"March 5, 2021",2020,TV-14,113 min,Comedies,"Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash."
1235,TV Show,Nevenka: Breaking the Silence,Maribel Sánchez-Maroto,Unknown,Spain,"March 5, 2021",2021,TV-MA,1 Season,Docuseries,"Nevenka Fernández, the plaintiff in Spain's first successful lawsuit against a politician for sexual harassment, breaks her silence after 20 years."
1236,TV Show,Pokémon Journeys: The Series,Unspecified,Ikue Otani,United States,"March 5, 2021",2021,TV-Y7,4 Seasons,Anime Series,"Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon."
1237,Movie,Sentinelle,Julien Leclercq,Olga Kurylenko,France,"March 5, 2021",2021,TV-MA,81 min,Action & Adventure,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister."
1238,Movie,Mariposa,Fajar Bustomi,Adhisty Zara,Indonesia,"March 4, 2021",2020,TV-14,116 min,Comedies,"New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure."
1239,TV Show,Pacific Rim: The Black,Unspecified,Gideon Adlon,"United States, Australia","March 4, 2021",2021,TV-14,1 Season,Anime Series,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies."
1240,Movie,Parker,Taylor Hackford,Jason Statham,United States,"March 4, 2021",2013,R,119 min,Action & Adventure,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score."
1241,Movie,Safe Haven,Lasse Hallström,Josh Duhamel,United States,"March 4, 2021",2013,PG-13,116 min,Dramas,"When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
1242,Movie,Moxie,Amy Poehler,Hadley Robinson,United States,"March 3, 2021",2021,PG-13,112 min,Comedies,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school."
1243,TV Show,Murder Among the Mormons,Jared Hess,Unknown,United States,"March 3, 2021",2021,TV-14,1 Season,Crime TV Shows,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.
1244,Movie,Black or White,Mike Binder,Kevin Costner,United States,"March 2, 2021",2014,PG-13,121 min,Dramas,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence.
1245,Movie,Indoo Ki Jawani,Abir Sengupta,Kiara Advani,India,"March 2, 2021",2020,TV-14,115 min,Action & Adventure,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
1246,TV Show,Word Party,Unspecified,Victor Yerrid,United States,"March 2, 2021",2021,TV-Y,5 Seasons,Kids' TV,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!"
1247,TV Show,A Perfect Day For Arsenide,Sunny Lau,Wilfred Lau,United States,"March 1, 2021",2019,TV-MA,1 Season,Classic & Cult TV,"An eclectic group of people encounters zany situations in this anthology of surreal, offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel."
1248,Movie,Banyuki,Hidenori Inoue,Takaya Kamikawa,United States,"March 1, 2021",2009,TV-PG,182 min,Action & Adventure,"In this stage performance filmed for the big screen, an innocent man seeks revenge after breaking free of the prison he was held in for ten years."
1249,Movie,Biggie: I Got a Story to Tell,Emmett Malloy,The Notorious B.I.G.,United States,"March 1, 2021",2021,R,98 min,Documentaries,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
1250,Movie,Blanche Gardin: The All-Nighter,Xavier Maingon,Blanche Gardin,United States,"March 1, 2021",2021,TV-MA,96 min,Stand-Up Comedy,"With self-deprecating humor, French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism, gender relations and herself."
1251,Movie,Connected,Milton Kremer,Hernán Cattáneo,United States,"March 1, 2021",2021,TV-G,42 min,Documentaries,"Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón."
1252,Movie,Dances with Wolves,Kevin Costner,Kevin Costner,"United States, United Kingdom","March 1, 2021",1990,PG-13,181 min,Action & Adventure,"On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats."
1253,Movie,How to Be Really Bad,Marco Petry,Emma Bading,Germany,"March 1, 2021",2018,TV-14,100 min,Comedies,"The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth."
1254,Movie,LEGO Marvel Spider-Man: Vexed by Venom,Andrew Duncan,Robbie Daymond,United States,"March 1, 2021",2019,TV-Y,22 min,Children & Family Movies,"When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them."
1255,Movie,Rain Man,Barry Levinson,Dustin Hoffman,United States,"March 1, 2021",1988,R,134 min,Classic Movies,"Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother."
1256,Movie,Seven Souls in the Skull Castle 2011,Hidenori Inoue,Shun Oguri,United States,"March 1, 2021",2011,TV-14,177 min,Action & Adventure,"In this cinematic distillation of the electrifying stage performance, seven spirited souls take on the dark threat growing in shadowy Skull Castle."
1257,Movie,Tenacious D in The Pick of Destiny,Liam Lynch,Jack Black,"United States, Germany","March 1, 2021",2006,R,94 min,Comedies,"Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D."
1258,TV Show,TIGER & BUNNY,Unspecified,Hiroaki Hirata,Japan,"February 28, 2021",2011,TV-14,1 Season,Anime Series,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr."
1259,Movie,Bigfoot Family,Jérémie Degruson,Jules Wojciechowski,"Belgium, France","February 26, 2021",2021,TV-Y7,88 min,Children & Family Movies,"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve."
1260,Movie,Captain Fantastic,Matt Ross,Viggo Mortensen,United States,"February 26, 2021",2016,R,119 min,Comedies,"A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society."
1261,Movie,Crazy About Her,Dani de la Orden,Álvaro Cervantes,Spain,"February 26, 2021",2021,TV-MA,107 min,Comedies,"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides."
1262,Movie,Fuga,Pablo Larraín,Benjamín Vicuña,"Argentina, Chile","February 26, 2021",2006,TV-MA,112 min,Dramas,"A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma."
1263,Movie,Ginny & Georgia - The Afterparty,Unspecified,David Spade,United States,"February 26, 2021",2021,TV-MA,35 min,Comedies,"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school."
1264,Movie,No Escape,John Erick Dowdle,Owen Wilson,"United States, Thailand","February 26, 2021",2015,R,103 min,Action & Adventure,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives."
1265,Movie,Our Idiot Brother,Jesse Peretz,Paul Rudd,United States,"February 26, 2021",2011,R,90 min,Comedies,A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.
1266,Movie,The Girl on the Train,Ribhu Dasgupta,Parineeti Chopra,India,"February 26, 2021",2021,TV-MA,120 min,International Movies,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.
1267,Movie,Tony Manero,Pablo Larraín,Alfredo Castro,"Chile, Brazil","February 26, 2021",2008,TV-MA,97 min,Dramas,"Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever."""
1268,Movie,Who Am I,Baran bo Odar,Tom Schilling,Germany,"February 26, 2021",2014,TV-MA,102 min,International Movies,"After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator."
1269,TV Show,El final del paraíso,Unspecified,Carmen Villalobos,"United States, Colombia","February 25, 2021",2019,TV-MA,1 Season,Crime TV Shows,"In Colombia, the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network."
1270,Movie,Geez & Ann,Rizki Balki,Hanggini,Indonesia,"February 25, 2021",2021,TV-PG,106 min,Dramas,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles."
1271,TV Show,Sin senos sí hay paraíso,Unspecified,Catherine Siachoque,"United States, Colombia","February 25, 2021",2018,TV-MA,3 Seasons,International TV Shows,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family."
1272,TV Show,The Last Bastion,Unspecified,Giovanni Arce,United States,"February 25, 2021",2018,TV-MA,1 Season,International TV Shows,"The Robles family, born and raised in the Americas, experiences the highs and lows of the revolutionary drive to Peru's independence."
1273,TV Show,Age of Samurai: Battle for Japan,Unspecified,Masayoshi Haneda,United States,"February 24, 2021",2021,TV-MA,1 Season,Docuseries,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.
1274,Movie,"Blue, Painful, Fragile",Shunsuke Kariyama,Ryo Yoshizawa,Japan,"February 24, 2021",2020,TV-14,119 min,International Movies,"Kaede and Hisano form a club to change the world. When Hisano vanishes, Kaede throws himself into bringing the club back to its idealistic roots."
1275,TV Show,Canine Intervention,Unspecified,Jas Leverette,United States,"February 24, 2021",2021,TV-PG,1 Season,Reality TV,"No dog, no breed, no behavior is unfixable for Cali K9's Jas Leverette. Follow the Oakland dog trainer as he works with a range of canines and owners."
1276,TV Show,Ginny & Georgia,Unspecified,Brianne Howey,United States,"February 24, 2021",2021,TV-14,1 Season,Romantic TV Shows,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy."
1277,Movie,M8 - When Death Rescues Life,Jeferson De,Juan Paiva,United States,"February 24, 2021",2019,TV-MA,84 min,Dramas,"When Maurício becomes a student at a top medical school, he becomes obsessed with a mystery linked to the dead bodies used for dissection."
1278,TV Show,Two Sentence Horror Stories,Unspecified,Nicole Kang,United States,"February 24, 2021",2021,TV-14,2 Seasons,TV Horror,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.
1279,Movie,Brian Regan: On the Rocks,Troy Miller,Brian Regan,United States,"February 23, 2021",2021,TV-G,58 min,Stand-Up Comedy,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins."
